service_id,vehicle_id,service_date,service_type,technician,cost_inr,days_taken
S01235,V0546,2025-12-11,Suspension Work,S. Iyer,7201.98,7
S01236,V0522,2025-01-31,Software Update,K. Reddy,391.89,5
S01237,V0279,2025-01-10,Oil Change,M. Khan,1605.2,1
S01238,V0526,2026-04-28,Motor Repair,,11051.18,2
S01239,V0311,2026-02-03,Brake Repair,,4669.19,1
S01240,V0176,2026-04-03,Oil Change,P. Nair,2644.48,1
S01241,V0152,2025-05-25,Tyre Replacement,P. Nair,2062.14,1
S01242,V0255,2025-02-28,Oil Change,R. Sharma,1872.47,3
S01243,V0378,2024-09-28,General Service,,2359.88,2
S01244,V0137,2024-10-21,Software Update,P. Nair,987.98,3
S01245,V0059,2024-12-05,Insurance Claim,D. Singh,26865.47,2
S01246,V0287,2024-09-07,Battery Check,,1105.22,1
S01247,V0392,2026-08-11,General Service,,2220.83,2
S01248,V0453,2026-05-17,Software Update,K. Reddy,577.11,1
S01249,V0457,2024-11-11,Oil Change,K. Reddy,2477.88,3
S01250,V0152,2026-06-30,Oil Change,N. Gupta,1813.43,1
S01251,V0181,2024-11-19,Oil Change,S. Iyer,2997.75,2
S01252,V0022,2024-12-03,Oil Change,K. Reddy,1761.78,2
S01253,V0072,2025-03-01,Oil Change,N. Gupta,1353.7,5
S01254,V0103,2025-01-01,Battery Check,A. Verma,705.3,5
S01255,V0394,2024-10-17,Oil Change,R. Sharma,664.02,1
S01256,V0255,2026-05-01,Battery Check,R. Sharma,668.33,1
S01257,V0347,2026-06-20,Software Update,N. Gupta,874.8,1
S01258,V0315,2025-01-21,AC Repair,M. Khan,4123.19,1
S01259,V0274,2024-11-03,Insurance Claim,R. Sharma,11164.58,1
S01260,V0106,2026-03-26,General Service,K. Reddy,3283.16,1
S01261,V0002,2025-06-20,Brake Repair,K. Reddy,3489.9,1
S01262,V0362,2025-08-12,Software Update,A. Verma,841.1,7
S01263,V0174,2025-11-22,Brake Repair,D. Singh,6569.96,1
S01264,V0342,2025-01-22,Battery Check,R. Sharma,1970.84,1
S01265,V0183,2025-06-24,Software Update,S. Iyer,724.81,5
S01266,V0154,2026-06-03,Insurance Claim,P. Nair,17202.07,3
S01267,V0107,2025-11-28,Tyre Replacement,D. Singh,1481.19,2
S01268,V0079,2025-07-17,General Service,S. Iyer,1870.74,1
S01269,V0328,2024-12-17,Software Update,A. Verma,740.88,1
S01270,V0438,2025-03-28,Brake Repair,S. Iyer,2748.85,1
S01271,V0395,2026-06-13,Software Update,N. Gupta,763.25,5
S01272,V0342,2025-12-17,Brake Repair,M. Khan,4312.97,5
S01273,V0429,2025-11-26,Suspension Work,,6449.1,7
S01274,V0546,2026-05-08,Suspension Work,K. Reddy,5407.49,1
S01275,V0432,2024-11-15,Suspension Work,M. Khan,7413.2,1
S01276,V0241,2025-04-29,Oil Change,D. Singh,2078.42,7
S01277,V0137,2025-05-02,Brake Repair,D. Singh,2597.11,1
S01278,V0302,2026-08-19,Software Update,M. Khan,1195.06,2
S01279,V0230,2025-11-03,General Service,A. Verma,2413.74,1
S01280,V0387,2024-08-25,General Service,K. Reddy,2516.49,3
S01281,V0056,2025-09-07,Battery Check,A. Verma,1871.81,7
S01282,V0162,2025-02-24,Software Update,A. Verma,865.3,2
S01283,V0079,2024-11-18,General Service,K. Reddy,3333.99,1
S01284,V0187,2025-11-08,Motor Repair,,16507.4,2
S01285,V0482,2025-09-17,Software Update,N. Gupta,628.52,1
S01286,V0294,2025-09-04,Battery Check,S. Iyer,1689.79,1
S01287,V0012,2026-03-01,Software Update,N. Gupta,479.76,2
S01288,V0514,2025-01-27,Tyre Replacement,K. Reddy,6227.98,1
S01289,V0279,2025-05-15,Battery Check,S. Iyer,1482.55,2
S01290,V0411,2026-06-09,Software Update,S. Iyer,741.73,1
S01291,V0480,2024-09-12,Software Update,K. Reddy,764.01,1
S01292,V0056,,AC Repair,M. Khan,1194.73,2
S01293,V0112,2024-10-21,Motor Repair,R. Sharma,12119.19,2
S01294,V0289,2026-01-09,Brake Repair,A. Verma,4336.48,2
S01295,V0012,2024-11-22,Software Update,R. Sharma,844.76,2
S01296,V0276,2025-03-10,Battery Check,R. Sharma,960.47,7
S01297,V0047,2025-01-14,General Service,P. Nair,3607.49,1
S01298,V0366,2024-10-28,Tyre Replacement,,4181.03,2
S01299,V0323,2026-01-21,Software Update,S. Iyer,1071.45,1
S01300,V0340,2025-12-11,Software Update,,919.61,1
S01301,V0515,2025-07-29,Brake Repair,N. Gupta,3250.05,1
S01302,V0298,2026-04-05,Brake Repair,A. Verma,6809.71,1
S01303,V0238,2025-07-06,Oil Change,S. Iyer,1048.01,1
S01304,V0514,2026-07-14,Suspension Work,,9251.93,3
S01305,V0459,2026-06-27,Brake Repair,D. Singh,5670.86,5
S01306,V0041,2025-02-20,Software Update,A. Verma,612.23,1
S01307,V0510,2025-01-13,Battery Check,S. Iyer,2231.04,2
S01308,V0090,2026-05-02,Brake Repair,S. Iyer,3832.43,2
S01309,V0166,2026-01-28,Brake Repair,D. Singh,4624.38,1
S01310,V0073,2026-07-26,Brake Repair,N. Gupta,4582.67,2
S01311,V0485,2024-11-05,Tyre Replacement,N. Gupta,5717.95,1
S01312,V0127,2026-03-24,Body Repair,D. Singh,15405.39,2
S01313,V0411,2025-10-25,Software Update,S. Iyer,1022.18,7
S01314,V0376,2024-12-21,Suspension Work,D. Singh,2716.1,3
S01315,V0086,2025-01-19,Insurance Claim,N. Gupta,36412.98,2
S01316,V0044,2026-01-31,Body Repair,R. Sharma,5017.53,2
S01317,V0009,2025-07-04,Brake Repair,P. Nair,5717.84,5
S01318,V0163,2025-07-14,Battery Check,M. Khan,2091.52,5
S01319,V0474,2025-10-31,Software Update,N. Gupta,494.53,7
S01320,V0112,2025-03-08,Battery Check,K. Reddy,1284.32,5
S01321,V0205,2025-04-12,Software Update,D. Singh,490.4,3
S01322,V0498,2024-11-08,Oil Change,N. Gupta,1664.6,1
S01323,V0286,2025-05-29,Software Update,N. Gupta,713.75,1
S01324,V0219,2025-01-14,AC Repair,K. Reddy,4455.08,1
S01325,V0371,2025-05-06,Software Update,M. Khan,1166.89,1
S01326,V0217,2026-06-09,General Service,K. Reddy,3721.22,2
S01327,V0259,2026-04-12,Oil Change,A. Verma,1445.83,2
S01328,V0415,2025-07-16,General Service,N. Gupta,2316.93,5
S01329,V0538,2026-06-03,Oil Change,P. Nair,739.43,1
S01330,V0056,2026-07-23,Battery Check,K. Reddy,1076.92,3
S01331,V0305,2025-02-22,Brake Repair,N. Gupta,5618.33,7
S01332,V0549,2025-06-17,Brake Repair,K. Reddy,6574.91,3
S01333,V0399,2025-11-06,General Service,M. Khan,1419.94,1
S01334,V0149,2026-05-25,AC Repair,D. Singh,2774.23,1
S01335,V0155,2026-07-17,Motor Repair,N. Gupta,14861.37,3
S01336,V0117,2025-09-13,Insurance Claim,,27451.41,1
S01337,V0462,2025-06-09,Brake Repair,A. Verma,3009.88,1
S01338,V0224,2024-11-13,Oil Change,,2067.16,1
S01339,V0387,2026-04-05,Software Update,R. Sharma,667.32,3
S01340,V0373,2025-07-01,General Service,P. Nair,2487.35,1
S01341,V0512,2025-01-04,Insurance Claim,K. Reddy,29779.99,5
S01342,V0361,2025-02-17,AC Repair,K. Reddy,3507.87,3
S01343,V0117,2025-01-26,Brake Repair,D. Singh,3558.51,1
S01344,V0167,2025-05-20,Suspension Work,P. Nair,6731.46,5
S01345,V0291,2024-12-06,Body Repair,A. Verma,11628.88,1
S01346,V0107,2025-04-08,Battery Check,K. Reddy,1305.74,1
S01347,V0509,2024-08-29,Body Repair,A. Verma,10913.06,7
S01348,V0516,2026-01-07,Body Repair,P. Nair,18714.32,5
S01349,V0217,2026-01-27,Oil Change,,2153.38,5
S01350,V0118,2025-01-25,Oil Change,A. Verma,1613.85,3
S01351,V0476,2025-10-10,Software Update,K. Reddy,995.15,1
S01352,V0384,2025-04-14,Oil Change,P. Nair,1589.69,2
S01353,V0315,,Software Update,R. Sharma,1128.47,5
S01354,V0034,2024-10-09,Motor Repair,,16940.62,3
S01355,V0344,2025-03-17,Brake Repair,K. Reddy,4042.27,2
S01356,V0401,2025-01-24,Oil Change,K. Reddy,2082.06,1
S01357,V0440,2025-01-27,Brake Repair,K. Reddy,1890.81,1
S01358,V0413,2025-10-06,AC Repair,K. Reddy,2119.71,2
S01359,V0102,2026-01-27,Brake Repair,K. Reddy,2444.93,2
S01360,V0163,2026-07-14,Battery Check,R. Sharma,1575.05,5
S01361,V0012,2026-04-04,Insurance Claim,S. Iyer,40159.51,1
S01362,V0081,2025-12-25,Body Repair,S. Iyer,21371.46,7
S01363,V0367,2025-10-15,Software Update,P. Nair,978.65,2
S01364,V0549,2025-12-07,Oil Change,K. Reddy,2115.53,2
S01365,V0053,2026-01-02,Oil Change,R. Sharma,665.33,1
S01366,V0114,2025-07-06,Motor Repair,A. Verma,12150.96,1
S01367,V0146,2026-04-08,Oil Change,A. Verma,1303.7,1
S01368,V0507,2025-01-13,AC Repair,M. Khan,2739.46,5
S01369,V0104,,Motor Repair,K. Reddy,14117.24,1
S01370,V0499,2025-08-18,General Service,K. Reddy,2086.92,5
S01371,V0322,2024-09-25,Insurance Claim,S. Iyer,7681.13,1
S01372,V0306,2025-03-10,General Service,R. Sharma,3154.42,1
S01373,V0352,2024-11-17,AC Repair,,2185.89,1
S01374,V0163,2025-07-18,Suspension Work,A. Verma,7586.15,2
S01375,V0031,2025-11-04,General Service,S. Iyer,4314.82,2
S01376,V0374,2025-10-28,Battery Check,R. Sharma,1017.32,3
S01377,V0142,2025-02-10,General Service,S. Iyer,300.0,2
S01378,V0281,2024-09-06,Oil Change,D. Singh,1619.82,2
S01379,V0479,2024-09-04,Motor Repair,K. Reddy,20780.04,2
S01380,V0257,2026-03-17,General Service,P. Nair,4213.55,5
S01381,V0106,2025-10-16,Body Repair,P. Nair,6835.89,1
S01382,V0211,2024-08-25,Motor Repair,N. Gupta,17607.67,5
S01383,V0279,2025-07-25,AC Repair,K. Reddy,2929.99,5
S01384,V0205,2024-11-25,Body Repair,A. Verma,11555.02,7
S01385,V0172,2026-07-29,General Service,P. Nair,4813.8,5
S01386,V0301,2024-09-18,Body Repair,,5687.52,3
S01387,V0408,2025-09-15,Brake Repair,K. Reddy,4573.0,1
S01388,V0367,2025-09-11,Motor Repair,D. Singh,17455.39,1
S01389,V0322,2025-04-25,General Service,R. Sharma,3450.06,3
S01390,V0219,2024-09-02,Motor Repair,D. Singh,15514.41,2
S01391,V0068,2025-07-31,Oil Change,,1994.07,2
S01392,V0106,2026-04-20,General Service,A. Verma,2157.31,5
S01393,V0446,2025-06-21,AC Repair,M. Khan,3829.68,2
S01394,V0051,2025-03-30,Motor Repair,P. Nair,13198.24,5
S01395,V0123,,Battery Check,D. Singh,1826.33,5
S01396,V0243,2025-05-01,Oil Change,R. Sharma,1567.15,7
S01397,V0292,2024-10-19,Brake Repair,K. Reddy,4754.34,1
S01398,V0547,2026-03-11,Battery Check,A. Verma,1484.64,7
S01399,V0098,2025-08-17,Software Update,P. Nair,1115.29,3
S01400,V0355,2024-09-25,Brake Repair,N. Gupta,4124.45,1
S01401,V0403,2025-03-28,Tyre Replacement,N. Gupta,2276.63,7
S01402,V0125,2026-08-11,AC Repair,A. Verma,5045.85,1
S01403,V0230,2025-08-17,General Service,S. Iyer,1707.48,1
S01404,V0331,2025-12-03,Battery Check,M. Khan,1156.77,3
S01405,V0006,2026-06-18,Battery Check,A. Verma,1187.28,1
S01406,V0312,2026-04-30,General Service,K. Reddy,3702.63,2
S01407,V0175,2026-07-08,Brake Repair,A. Verma,1060.56,1
S01408,V0327,2024-11-05,Brake Repair,K. Reddy,8812.49,7
S01409,V0126,2025-02-01,Suspension Work,N. Gupta,9587.34,7
S01410,V0288,2026-04-17,AC Repair,N. Gupta,3773.47,2
S01411,V0095,2024-12-01,Tyre Replacement,A. Verma,5884.72,3
S01412,V0249,2026-08-18,Insurance Claim,M. Khan,27498.6,1
S01413,V0077,2026-05-13,Battery Check,M. Khan,1773.59,7
S01414,V0395,2026-02-02,Oil Change,D. Singh,2206.49,2
S01415,V0541,2025-02-03,Suspension Work,P. Nair,8361.23,7
S01416,V0158,2024-10-25,Oil Change,M. Khan,1856.44,3
S01417,V0395,2026-02-02,Motor Repair,,13963.97,2
S01418,V0410,2026-04-07,Brake Repair,S. Iyer,3977.63,2
S01419,V0105,2026-04-10,Brake Repair,A. Verma,3913.48,1
S01420,V0247,2025-09-18,General Service,S. Iyer,3492.05,2
S01421,V0030,2024-08-25,Motor Repair,N. Gupta,18116.17,3
S01422,V0272,2026-01-07,Battery Check,A. Verma,300.0,3
S01423,V0442,2024-09-29,General Service,K. Reddy,3073.91,3
S01424,V0055,2026-05-29,Battery Check,R. Sharma,1602.24,5
S01425,V0433,2024-09-22,Brake Repair,S. Iyer,4172.5,2
S01426,V0543,2024-09-26,Body Repair,K. Reddy,10368.22,1
S01427,V0052,2025-04-01,Battery Check,M. Khan,2090.16,1
S01428,V0055,2025-03-02,General Service,M. Khan,3329.09,1
S01429,V0545,2026-01-06,General Service,K. Reddy,1823.73,5
S01430,V0403,2026-03-23,General Service,P. Nair,2856.17,7
S01431,V0211,2025-05-26,Brake Repair,D. Singh,2771.66,2
S01432,V0295,2026-01-14,Software Update,P. Nair,413.71,2
S01433,V0175,2026-06-29,AC Repair,S. Iyer,2732.27,1
S01434,V0341,2025-10-22,Oil Change,N. Gupta,2343.31,5
S01435,V0343,2024-11-17,Motor Repair,A. Verma,20003.91,1
S01436,V0010,2025-04-12,Software Update,R. Sharma,943.66,7
S01437,V0254,2024-12-08,Battery Check,P. Nair,1880.68,2
S01438,V0538,2025-10-22,Oil Change,A. Verma,2125.19,1
S01439,V0312,2026-05-05,AC Repair,D. Singh,2714.19,2
S01440,V0499,2026-06-07,Tyre Replacement,R. Sharma,6907.04,3
S01441,V0309,2025-11-30,AC Repair,N. Gupta,4480.5,1
S01442,V0277,2025-12-23,Insurance Claim,R. Sharma,31600.05,1
S01443,V0421,2025-09-07,Oil Change,S. Iyer,2549.02,3
S01444,V0510,2025-02-13,General Service,K. Reddy,3119.77,3
S01445,V0212,2025-08-06,Software Update,A. Verma,898.41,2
S01446,V0461,2025-08-15,Motor Repair,D. Singh,20618.29,5
S01447,V0428,2025-03-15,Battery Check,,1486.08,3
S01448,V0126,2026-03-09,Software Update,D. Singh,553.08,2
S01449,V0113,2025-08-09,General Service,S. Iyer,2357.32,7
S01450,V0154,2024-10-28,Suspension Work,,5174.99,1
S01451,V0311,2026-03-05,Brake Repair,R. Sharma,3207.49,7
S01452,V0042,2026-01-24,General Service,A. Verma,2373.55,1
S01453,V0501,2025-05-07,Motor Repair,R. Sharma,10839.8,1
S01454,V0258,2026-04-24,Brake Repair,P. Nair,3747.3,1
S01455,V0089,2025-02-15,General Service,M. Khan,843.09,5
S01456,V0083,2025-12-08,Software Update,D. Singh,859.72,2
S01457,V0396,2026-05-09,Battery Check,P. Nair,1500.63,2
S01458,V0319,2026-01-12,Brake Repair,D. Singh,2998.88,1
S01459,V0205,,General Service,M. Khan,3076.84,2
S01460,V0313,2025-08-18,General Service,N. Gupta,3320.37,1
S01461,V0385,2025-01-24,Software Update,D. Singh,349.88,3
S01462,V0480,2025-12-25,AC Repair,K. Reddy,2565.66,5
S01463,V0473,2025-07-30,General Service,R. Sharma,1827.0,5
S01464,V0091,2025-05-30,Brake Repair,P. Nair,2818.34,2
S01465,V0525,2025-08-13,Motor Repair,R. Sharma,19354.74,5
S01466,V0129,2025-04-27,Software Update,N. Gupta,745.73,7
S01467,V0056,2026-04-09,Battery Check,D. Singh,1361.13,1
S01468,V0298,2026-03-01,Body Repair,D. Singh,3583.78,1
S01469,V0125,2025-09-01,Body Repair,R. Sharma,14668.76,2
S01470,V0529,2025-04-08,Brake Repair,N. Gupta,2378.29,1
S01471,V0229,2026-07-13,Insurance Claim,S. Iyer,25524.41,2
S01472,V0319,2026-01-21,General Service,M. Khan,2742.7,1
S01473,V0069,2025-12-14,Oil Change,,2657.21,1
S01474,V0254,2026-05-03,Battery Check,,812.87,7
S01475,V0401,2024-11-07,General Service,P. Nair,300.0,5
S01476,V0496,2024-11-25,Brake Repair,,4470.26,2
S01477,V0450,2026-06-23,Insurance Claim,K. Reddy,40754.47,1
S01478,V0023,2025-05-30,General Service,M. Khan,3584.08,1
S01479,V0524,2025-07-18,Brake Repair,P. Nair,4508.2,2
S01480,V0103,2025-11-18,Body Repair,P. Nair,9935.13,5
S01481,V0396,2025-01-17,Battery Check,K. Reddy,1923.74,1
S01482,V0029,2025-06-10,Tyre Replacement,K. Reddy,3955.55,1
S01483,V0311,2024-10-11,General Service,N. Gupta,2916.81,1
S01484,V0364,2025-06-27,Brake Repair,N. Gupta,4943.04,2
S01485,V0010,2026-01-05,Software Update,D. Singh,1096.86,5
S01486,V0526,2026-07-18,Software Update,D. Singh,1572.7,3
S01487,V0471,2025-10-17,General Service,P. Nair,2843.36,5
S01488,V0070,2024-11-04,Insurance Claim,N. Gupta,20546.57,1
S01489,V0520,2025-07-24,Insurance Claim,S. Iyer,24776.22,3
S01490,V0357,2024-11-08,Body Repair,K. Reddy,4569.88,1
S01491,V0047,2024-11-10,General Service,S. Iyer,1892.13,2
S01492,V0099,2024-09-03,Software Update,D. Singh,685.4,2
S01493,V0243,2025-07-24,Battery Check,S. Iyer,1224.85,5
S01494,V0431,2025-03-04,Brake Repair,A. Verma,4423.96,1
S01495,V0075,2025-08-05,Motor Repair,R. Sharma,10682.3,1
S01496,V0329,2025-09-14,Battery Check,K. Reddy,2088.54,1
S01497,V0205,2025-05-06,Brake Repair,P. Nair,4200.3,2
S01498,V0207,2024-11-16,Brake Repair,,4186.33,2
S01499,V0089,2025-09-28,General Service,A. Verma,2213.09,2
S01500,V0035,,Brake Repair,D. Singh,4428.13,5
S01501,V0074,2025-01-24,General Service,,3221.96,7
S01502,V0195,2025-06-08,Oil Change,N. Gupta,1253.71,3
S01503,V0366,2025-07-02,Body Repair,S. Iyer,9235.91,1
S01504,V0450,2025-04-22,Software Update,A. Verma,714.96,1
S01505,V0131,2025-07-10,Battery Check,N. Gupta,793.42,2
S01506,V0053,2025-05-19,Body Repair,R. Sharma,8559.12,2
S01507,V0297,2024-09-26,Tyre Replacement,D. Singh,4999.94,1
S01508,V0162,2025-05-28,Software Update,,1044.83,2
S01509,V0409,2026-07-01,General Service,A. Verma,2729.74,7
S01510,V0270,2025-01-10,Brake Repair,K. Reddy,4484.58,2
S01511,V0206,2025-01-07,AC Repair,R. Sharma,4542.35,1
S01512,V0210,2024-12-29,Suspension Work,D. Singh,6663.44,1
S01513,V0242,2025-03-11,Battery Check,D. Singh,1704.99,1
S01514,V0427,2025-11-09,Body Repair,A. Verma,11566.47,7
S01515,V0133,2025-09-05,Tyre Replacement,A. Verma,6557.26,1
S01516,V0509,2024-11-09,Motor Repair,K. Reddy,11940.52,7
S01517,V0311,2024-09-27,Oil Change,R. Sharma,300.0,2
S01518,V0548,2025-02-19,Body Repair,R. Sharma,11436.03,7
S01519,V0054,2024-11-11,Software Update,S. Iyer,1198.37,5
S01520,V0438,2024-11-14,Brake Repair,A. Verma,5561.54,3
S01521,V0361,,Battery Check,M. Khan,2006.83,2
S01522,V0095,2025-10-16,Software Update,,1146.12,1
S01523,V0016,2025-02-12,Oil Change,A. Verma,1855.85,1
S01524,V0130,2025-09-14,Battery Check,D. Singh,1603.59,3
S01525,V0251,2025-03-11,Brake Repair,N. Gupta,3292.05,1
S01526,V0079,2026-05-29,General Service,M. Khan,2223.44,7
S01527,V0366,2026-01-15,Oil Change,P. Nair,2187.94,3
S01528,V0300,,Brake Repair,D. Singh,5969.71,1
S01529,V0056,2025-06-05,AC Repair,N. Gupta,3329.18,2
S01530,V0081,2025-01-29,Oil Change,,1516.38,2
S01531,V0313,2026-04-16,Brake Repair,S. Iyer,4200.78,1
S01532,V0241,2026-01-09,Motor Repair,N. Gupta,18156.34,1
S01533,V0022,2025-08-18,Motor Repair,P. Nair,7419.76,2
S01534,V0394,2024-12-25,Tyre Replacement,A. Verma,1178.02,1
S01535,V0286,2025-01-17,Battery Check,K. Reddy,1210.97,5
S01536,V0455,2025-11-30,Brake Repair,S. Iyer,2405.55,5
S01537,V0546,2026-01-19,General Service,R. Sharma,2055.38,3
S01538,V0027,2025-03-20,Body Repair,D. Singh,11379.32,2
S01539,V0222,2024-08-24,Software Update,K. Reddy,673.09,1
S01540,V0112,2025-01-04,Motor Repair,,22625.45,7
S01541,V0435,2026-06-16,Body Repair,,13372.33,2
S01542,V0167,2025-11-19,Software Update,M. Khan,884.13,1
S01543,V0016,2026-02-13,Tyre Replacement,P. Nair,7306.64,1
S01544,V0256,2026-05-07,General Service,K. Reddy,1503.52,1
S01545,V0281,2026-01-06,Brake Repair,R. Sharma,5727.49,1
S01546,V0315,2024-12-24,Body Repair,P. Nair,11681.79,1
S01547,V0455,2026-01-02,Oil Change,N. Gupta,2222.4,1
S01548,V0368,2024-12-21,Motor Repair,,9372.75,2
S01549,V0419,2025-04-21,General Service,A. Verma,1140.46,2
S01550,V0322,2025-07-20,Battery Check,P. Nair,1929.39,2
S01551,V0266,,Software Update,S. Iyer,905.39,1
S01552,V0239,2025-12-21,Battery Check,S. Iyer,1026.42,7
S01553,V0325,2025-06-30,General Service,M. Khan,1739.04,1
S01554,V0266,2024-09-06,Motor Repair,,20908.53,1
S01555,V0241,2026-08-04,General Service,N. Gupta,1459.26,1
S01556,V0524,2026-05-28,Brake Repair,D. Singh,6614.73,5
S01557,V0074,2024-12-24,Insurance Claim,P. Nair,17119.57,1
S01558,V0026,2026-02-28,AC Repair,D. Singh,4282.03,3
S01559,V0418,2024-08-29,Insurance Claim,P. Nair,22124.59,1
S01560,V0165,2025-05-06,Oil Change,R. Sharma,2180.01,1
S01561,V0217,2025-08-03,AC Repair,,2833.46,3
S01562,V0221,2024-08-22,Software Update,R. Sharma,754.42,1
S01563,V0391,2026-05-22,Oil Change,M. Khan,1825.78,5
S01564,V0125,2025-08-02,Suspension Work,N. Gupta,4544.64,7
S01565,V0325,2024-09-24,General Service,P. Nair,3148.22,2
S01566,V0337,2024-09-03,Oil Change,D. Singh,1476.68,2
S01567,V0467,2026-01-01,AC Repair,A. Verma,3219.97,2
S01568,V0456,2025-03-22,Motor Repair,,9779.67,1
S01569,V0371,2025-02-04,Insurance Claim,M. Khan,2579.58,7
S01570,V0429,2025-08-24,Oil Change,S. Iyer,1679.65,2
S01571,V0418,2026-02-24,Insurance Claim,S. Iyer,46110.38,2
S01572,V0294,2026-03-11,Battery Check,K. Reddy,1911.92,5
S01573,V0518,2024-11-03,Brake Repair,M. Khan,4171.69,1
S01574,V0465,2026-04-01,Brake Repair,P. Nair,3813.55,7
S01575,V0104,2025-04-24,Brake Repair,K. Reddy,4233.02,1
S01576,V0171,2025-08-15,General Service,K. Reddy,2978.73,5
S01577,V0363,2025-05-05,Brake Repair,,2464.21,2
S01578,V0301,2025-09-24,Battery Check,D. Singh,2085.02,1
S01579,V0047,2025-12-19,Battery Check,D. Singh,1875.58,7
S01580,V0419,2025-02-23,Insurance Claim,K. Reddy,31284.13,2
S01581,V0489,2025-07-23,Brake Repair,,4844.56,1
S01582,V0156,2026-04-19,General Service,D. Singh,2517.16,7
S01583,V0389,2025-03-30,AC Repair,,4324.26,2
S01584,V0100,2025-04-22,Brake Repair,R. Sharma,5069.97,5
S01585,V0293,2025-09-04,AC Repair,S. Iyer,3066.3,1
S01586,V0043,2025-12-20,Oil Change,P. Nair,1438.63,3
S01587,V0102,2026-05-16,Battery Check,P. Nair,1553.47,2
S01588,V0499,2026-04-30,Oil Change,P. Nair,2775.88,2
S01589,V0109,2025-08-11,Oil Change,S. Iyer,1019.36,1
S01590,V0212,2025-03-07,Suspension Work,S. Iyer,3404.56,1
S01591,V0041,2025-09-05,Suspension Work,M. Khan,7403.66,1
S01592,V0501,2025-12-02,Motor Repair,K. Reddy,15267.16,7
S01593,V0534,2024-12-08,Brake Repair,P. Nair,4454.81,1
S01594,V0123,2025-06-17,Motor Repair,N. Gupta,16280.75,2
S01595,V0089,2025-01-30,Brake Repair,A. Verma,3871.89,3
S01596,V0081,2026-08-18,Oil Change,D. Singh,2738.61,1
S01597,V0520,2025-05-10,General Service,,1099.21,1
S01598,V0323,2024-09-13,General Service,,1775.07,3
S01599,V0195,2025-10-18,Suspension Work,R. Sharma,6747.03,1
S01600,V0252,2026-01-12,Brake Repair,M. Khan,1784.51,2
S01601,V0272,2025-07-02,Software Update,N. Gupta,750.76,2
S01602,V0135,2025-01-19,Oil Change,A. Verma,2846.73,2
S01603,V0004,2024-10-26,Software Update,S. Iyer,805.85,1
S01604,V0429,2026-06-25,Tyre Replacement,M. Khan,6484.47,3
S01605,V0496,2025-05-25,Suspension Work,S. Iyer,3912.6,2
S01606,V0238,2024-11-08,Tyre Replacement,N. Gupta,4705.64,5
S01607,V0366,2025-03-10,Suspension Work,A. Verma,6080.77,2
S01608,V0116,2025-11-23,Tyre Replacement,N. Gupta,5332.8,3
S01609,V0254,2025-09-24,Insurance Claim,S. Iyer,36214.38,7
S01610,V0327,2026-06-19,Software Update,S. Iyer,956.15,7
S01611,V0501,2026-08-13,Body Repair,M. Khan,7331.88,1
S01612,V0298,2026-05-24,Tyre Replacement,K. Reddy,6517.66,1
S01613,V0331,2024-12-27,Tyre Replacement,K. Reddy,7046.27,5
S01614,V0453,2026-06-18,Battery Check,P. Nair,2098.58,7
S01615,V0225,2025-05-04,AC Repair,R. Sharma,5436.16,2
S01616,V0459,2025-04-21,Oil Change,,1160.49,2
S01617,V0113,2025-10-26,Body Repair,S. Iyer,8594.4,1
S01618,V0022,2026-07-13,General Service,D. Singh,1399.62,3
S01619,V0065,2025-03-11,Oil Change,D. Singh,1652.57,2
S01620,V0161,2025-01-08,Suspension Work,M. Khan,8142.58,2
S01621,V0166,2025-10-19,AC Repair,M. Khan,4709.48,2
S01622,V0014,2026-01-17,General Service,,2433.54,1
S01623,V0514,2026-04-23,Software Update,R. Sharma,710.44,1
S01624,V0290,2024-11-19,General Service,M. Khan,2632.79,1
S01625,V0279,2026-03-26,Battery Check,K. Reddy,1061.55,5
S01626,V0135,2025-10-10,Tyre Replacement,A. Verma,10388.03,1
S01627,V0517,2026-03-24,Software Update,A. Verma,349.85,5
S01628,V0199,2025-05-02,Body Repair,D. Singh,12775.91,5
S01629,V0525,2024-11-10,Software Update,M. Khan,1366.61,1
S01630,V0271,2024-08-28,Insurance Claim,K. Reddy,25059.5,2
S01631,V0440,2026-06-30,Software Update,,746.79,2
S01632,V0495,2024-12-07,Tyre Replacement,,5249.36,2
S01633,V0392,2026-01-01,General Service,K. Reddy,2342.16,3
S01634,V0111,2025-09-08,Battery Check,K. Reddy,2220.75,2
S01635,V0458,2025-03-21,AC Repair,A. Verma,790.47,2
S01636,V0341,2025-10-04,Brake Repair,A. Verma,6454.15,1
S01637,V0174,2024-12-18,Oil Change,N. Gupta,902.91,2
S01638,V0086,2025-08-12,Brake Repair,N. Gupta,3808.02,2
S01639,V0061,2024-10-08,Motor Repair,D. Singh,12746.47,1
S01640,V0038,2025-03-25,AC Repair,K. Reddy,4220.98,1
S01641,V0275,2025-07-19,Oil Change,N. Gupta,793.18,7
S01642,V0321,2025-01-27,Brake Repair,N. Gupta,4879.39,1
S01643,V0108,2026-04-17,Software Update,K. Reddy,1366.81,1
S01644,V0014,2024-11-20,Brake Repair,A. Verma,2196.13,1
S01645,V0203,2025-08-13,Motor Repair,A. Verma,15995.96,1
S01646,V0435,2024-08-25,General Service,N. Gupta,1920.77,1
S01647,V0429,2025-05-06,Battery Check,K. Reddy,1723.59,2
